Particle	Position	Velocity	Acceleration	Density	Pressure	Energy	Total Energy	Total Momentum	Time
94	-0.263750	-0.000000	-0.000062	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
95	-0.261250	-0.000000	-0.000156	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
96	-0.258750	-0.000000	0.000104	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
97	-0.256250	0.000000	0.001175	1.001764	1.001764	2.499999	1.474491	0.002514	0.003000
98	-0.253750	0.000003	0.000069	1.001763	1.001762	2.499998	1.474491	0.002514	0.003000
99	-0.251250	0.000004	-0.002015	1.001762	1.001763	2.500003	1.474491	0.002514	0.003000
100	-0.248750	-0.000004	0.002016	1.001762	1.001763	2.500003	1.474491	0.002514	0.003000
101	-0.246250	-0.000003	-0.000067	1.001763	1.001762	2.499998	1.474491	0.002514	0.003000
102	-0.243750	-0.000000	-0.001179	1.001764	1.001764	2.499999	1.474491	0.002514	0.003000
103	-0.241250	0.000000	-0.000172	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
104	-0.238750	0.000000	-0.000000	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
105	-0.236250	-0.000000	0.000172	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
106	-0.233750	0.000000	0.001179	1.001764	1.001764	2.499999	1.474491	0.002514	0.003000
107	-0.231250	0.000003	0.000067	1.001763	1.001762	2.499998	1.474491	0.002514	0.003000
108	-0.228750	0.000004	-0.002016	1.001762	1.001763	2.500003	1.474491	0.002514	0.003000
109	-0.226250	-0.000004	0.002015	1.001762	1.001763	2.500003	1.474491	0.002514	0.003000
110	-0.223750	-0.000003	-0.000069	1.001763	1.001762	2.499998	1.474491	0.002514	0.003000
111	-0.221250	-0.000000	-0.001175	1.001764	1.001764	2.499999	1.474491	0.002514	0.003000
112	-0.218750	0.000000	-0.000104	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
113	-0.216250	0.000000	0.000156	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
114	-0.213750	0.000000	0.000063	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
115	-0.211250	-0.000000	0.000000	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
116	-0.208750	-0.000000	-0.000063	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
117	-0.206250	-0.000000	-0.000156	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
118	-0.203750	-0.000000	0.000104	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
119	-0.201250	0.000000	0.001175	1.001764	1.001764	2.499999	1.474491	0.002514	0.003000
120	-0.198750	0.000003	0.000069	1.001763	1.001762	2.499998	1.474491	0.002514	0.003000
121	-0.196250	0.000004	-0.002015	1.001762	1.001763	2.500003	1.474491	0.002514	0.003000
122	-0.193750	-0.000004	0.002015	1.001762	1.001763	2.500003	1.474491	0.002514	0.003000
123	-0.191250	-0.000003	-0.000069	1.001763	1.001762	2.499998	1.474491	0.002514	0.003000
124	-0.188750	-0.000000	-0.001175	1.001764	1.001764	2.499999	1.474491	0.002514	0.003000
125	-0.186250	0.000000	-0.000104	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
126	-0.183750	0.000000	0.000156	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
127	-0.181250	0.000000	0.000063	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
128	-0.178750	-0.000000	0.000000	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
129	-0.176250	-0.000000	-0.000063	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
130	-0.173750	-0.000000	-0.000156	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
131	-0.171250	-0.000000	0.000104	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
132	-0.168750	0.000000	0.001175	1.001764	1.001764	2.499999	1.474491	0.002514	0.003000
133	-0.166250	0.000003	0.000069	1.001763	1.001762	2.499998	1.474491	0.002514	0.003000
134	-0.163750	0.000004	-0.002015	1.001762	1.001763	2.500003	1.474491	0.002514	0.003000
135	-0.161250	-0.000004	0.002015	1.001762	1.001763	2.500003	1.474491	0.002514	0.003000
136	-0.158750	-0.000003	-0.000069	1.001763	1.001762	2.499998	1.474491	0.002514	0.003000
137	-0.156250	-0.000000	-0.001175	1.001764	1.001764	2.499999	1.474491	0.002514	0.003000
138	-0.153750	0.000000	-0.000104	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
139	-0.151250	0.000000	0.000156	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
140	-0.148750	0.000000	0.000063	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
141	-0.146250	-0.000000	0.000000	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
142	-0.143750	-0.000000	-0.000063	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
143	-0.141250	-0.000000	-0.000156	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
144	-0.138750	-0.000000	0.000104	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
145	-0.136250	0.000000	0.001175	1.001764	1.001764	2.499999	1.474491	0.002514	0.003000
146	-0.133750	0.000003	0.000069	1.001763	1.001762	2.499998	1.474491	0.002514	0.003000
147	-0.131250	0.000004	-0.002015	1.001762	1.001763	2.500003	1.474491	0.002514	0.003000
148	-0.128750	-0.000004	0.002015	1.001762	1.001763	2.500003	1.474491	0.002514	0.003000
149	-0.126250	-0.000003	-0.000069	1.001763	1.001762	2.499998	1.474491	0.002514	0.003000
150	-0.123750	-0.000000	-0.001175	1.001764	1.001764	2.499999	1.474491	0.002514	0.003000
151	-0.121250	0.000000	-0.000104	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
152	-0.118750	0.000000	0.000156	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
153	-0.116250	0.000000	0.000063	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
154	-0.113750	0.000000	0.000000	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
155	-0.111250	-0.000000	-0.000063	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
156	-0.108750	-0.000000	-0.000156	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
157	-0.106250	-0.000000	0.000104	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
158	-0.103750	0.000000	0.001175	1.001764	1.001764	2.499999	1.474491	0.002514	0.003000
159	-0.101250	0.000003	0.000069	1.001763	1.001762	2.499998	1.474491	0.002514	0.003000
160	-0.098750	0.000004	-0.002015	1.001762	1.001763	2.500003	1.474491	0.002514	0.003000
161	-0.096250	-0.000004	0.002015	1.001762	1.001763	2.500003	1.474491	0.002514	0.003000
162	-0.093750	-0.000003	-0.000069	1.001763	1.001762	2.499998	1.474491	0.002514	0.003000
163	-0.091250	-0.000000	-0.001175	1.001764	1.001764	2.499999	1.474491	0.002514	0.003000
164	-0.088750	0.000000	-0.000103	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
165	-0.086250	0.000000	0.000157	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
166	-0.083750	0.000000	0.000051	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
167	-0.081250	-0.000000	-0.000051	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
168	-0.078750	-0.000000	-0.000157	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
169	-0.076250	-0.000000	0.000103	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
170	-0.073750	0.000000	0.001175	1.001764	1.001764	2.499999	1.474491	0.002514	0.003000
171	-0.071250	0.000003	0.000069	1.001763	1.001762	2.499998	1.474491	0.002514	0.003000
172	-0.068750	0.000004	-0.002015	1.001762	1.001763	2.500003	1.474491	0.002514	0.003000
173	-0.066250	-0.000004	0.002015	1.001762	1.001763	2.500003	1.474491	0.002514	0.003000
174	-0.063750	-0.000003	-0.000069	1.001763	1.001762	2.499998	1.474491	0.002514	0.003000
175	-0.061250	-0.000000	-0.001175	1.001764	1.001764	2.499999	1.474491	0.002514	0.003000
176	-0.058750	0.000000	-0.000104	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
177	-0.056250	0.000000	0.000156	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
178	-0.053750	0.000000	0.000063	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
179	-0.051250	0.000000	-0.000000	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
180	-0.048750	-0.000000	-0.000063	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
181	-0.046250	-0.000000	-0.000156	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
182	-0.043750	-0.000000	0.000104	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
183	-0.041250	0.000000	0.001175	1.001764	1.001764	2.499999	1.474491	0.002514	0.003000
184	-0.038750	0.000003	0.000069	1.001763	1.001762	2.499998	1.474491	0.002514	0.003000
185	-0.036250	0.000004	-0.002015	1.001762	1.001763	2.500003	1.474491	0.002514	0.003000
186	-0.033750	-0.000004	0.002015	1.001762	1.001763	2.500003	1.474491	0.002514	0.003000
187	-0.031250	-0.000003	-0.000072	1.001763	1.001762	2.499998	1.474491	0.002514	0.003000
188	-0.028750	-0.000000	-0.001241	1.001764	1.001764	2.499999	1.474491	0.002514	0.003000
189	-0.026250	0.000000	-0.000493	1.001765	1.001765	2.500000	1.474491	0.002514	0.003000
190	-0.023750	0.000000	0.001324	1.001764	1.001764	2.499999	1.474491	0.002514	0.003000
191	-0.021250	0.000012	0.027542	1.001757	1.001755	2.499994	1.474491	0.002514	0.003000
192	-0.018750	0.000096	0.149248	1.001760	1.001756	2.499993	1.474491	0.002514	0.003000
193	-0.016250	-0.000025	-0.419709	1.002079	1.002120	2.500208	1.474491	0.002514	0.003000
194	-0.013751	-0.002287	-4.060891	1.004372	1.004884	2.501952	1.474491	0.002514	0.003000
195	-0.011262	-0.016032	-13.559738	1.009947	1.012180	2.506995	1.474491	0.002514	0.003000
196	-0.008788	-0.032671	-8.503973	1.017479	1.023030	2.514101	1.474491	0.002514	0.003000
197	-0.006360	-0.026188	46.478121	0.966887	0.952820	2.455486	1.474491	0.002514	0.003000
198	-0.003597	0.157927	89.524936	0.815693	0.773696	2.350122	1.474491	0.002514	0.003000
199	-0.000068	0.652246	90.561124	0.601574	0.572538	2.366540	1.474491	0.002514	0.003000
200	0.005387	0.295811	127.690939	0.389171	0.288359	1.863353	1.474491	0.002514	0.003000
201	0.014970	-0.006472	13.407203	0.267494	0.193212	1.809031	1.474491	0.002514	0.003000
202	0.024979	-0.014619	-4.844552	0.250562	0.179828	1.794178	1.474491	0.002514	0.003000
203	0.034996	-0.003010	-1.469855	0.250190	0.179586	1.794391	1.474491	0.002514	0.003000
204	0.045000	-0.000065	-0.082809	0.250380	0.179761	1.794854	1.474491	0.002514	0.003000
205	0.055000	0.000006	0.005559	0.250437	0.179813	1.794991	1.474491	0.002514	0.003000
206	0.065000	0.000003	0.003886	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
207	0.075000	0.000000	0.000324	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
208	0.085000	-0.000000	-0.000005	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
209	0.095000	0.000000	0.000021	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
210	0.105000	0.000000	0.000041	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
211	0.115000	-0.000000	-0.000056	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
212	0.125000	-0.000000	-0.000044	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
213	0.135000	0.000000	0.000066	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
214	0.145000	-0.000000	-0.000057	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
215	0.155000	0.000000	0.000086	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
216	0.165000	-0.000000	-0.000000	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
217	0.175000	-0.000000	-0.000087	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
218	0.185000	0.000000	0.000053	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
219	0.195000	-0.000000	-0.000053	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
220	0.205000	0.000000	0.000086	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
221	0.215000	-0.000000	-0.000002	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
222	0.225000	-0.000000	-0.000097	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
223	0.235000	0.000000	0.000099	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
224	0.245000	0.000000	0.000004	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
225	0.255000	-0.000000	-0.000133	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
226	0.265000	0.000000	0.000041	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
227	0.275000	0.000001	0.000160	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
228	0.285000	-0.000001	-0.000173	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
229	0.295000	-0.000000	-0.000000	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
230	0.305000	0.000001	0.000170	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
231	0.315000	-0.000001	-0.000170	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
232	0.325000	-0.000000	-0.000000	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
233	0.335000	0.000001	0.000170	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
234	0.345000	-0.000001	-0.000170	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
235	0.355000	0.000000	0.000001	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
236	0.365000	0.000001	0.000175	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
237	0.375000	-0.000001	-0.000149	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
238	0.385000	-0.000000	-0.000084	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
239	0.395000	0.000000	0.000084	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
240	0.405000	0.000001	0.000149	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
241	0.415000	-0.000001	-0.000175	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
242	0.425000	-0.000000	-0.000001	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
243	0.435000	0.000001	0.000172	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
244	0.445000	-0.000001	-0.000158	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
245	0.455000	0.000000	0.000090	0.250441	0.179817	1.795000	1.474491	0.002514	0.003000
246	0.465000	-0.000000	-0.000703	0.250441	0.179817	1.795001	1.474491	0.002514	0.003000
247	0.475000	-0.000008	-0.005749	0.250443	0.179818	1.795005	1.474491	0.002514	0.003000
248	0.485000	-0.000115	-0.037329	0.250443	0.179818	1.795004	1.474491	0.002514	0.003000
249	0.495000	-0.000083	-0.024310	0.250439	0.179815	1.794996	1.474491	0.002514	0.003000
0	-0.498749	0.000271	-0.063301	1.001455	1.001344	2.499706	1.474541	0.004607	0.005500
1	-0.496248	0.000309	-0.080360	1.001842	1.001877	2.500083	1.474541	0.004607	0.005500
2	-0.493749	0.000366	0.028699	1.001999	1.002091	2.500233	1.474541	0.004607	0.005500
3	-0.491250	0.000261	0.069327	1.001927	1.001983	2.500152	1.474541	0.004607	0.005500
4	-0.488750	0.000112	0.067086	1.001851	1.001877	2.500076	1.474541	0.004607	0.005500
5	-0.486250	0.000030	0.029935	1.001790	1.001795	2.500020	1.474541	0.004607	0.005500
6	-0.483750	0.000000	0.005458	1.001769	1.001772	2.500008	1.474541	0.004607	0.005500
7	-0.481250	-0.000001	0.000078	1.001764	1.001765	2.500004	1.474541	0.004607	0.005500
8	-0.478750	-0.000002	0.000144	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
9	-0.476250	-0.000003	-0.000393	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
10	-0.473750	-0.000001	-0.000785	1.001764	1.001764	2.499999	1.474541	0.004607	0.005500
11	-0.471250	0.000000	-0.000292	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
12	-0.468750	0.000000	0.000059	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
13	-0.466250	0.000000	0.000058	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
14	-0.463750	-0.000000	-0.000058	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
15	-0.461250	-0.000000	-0.000058	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
16	-0.458750	-0.000000	0.000298	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
17	-0.456250	0.000001	0.000791	1.001764	1.001764	2.499999	1.474541	0.004607	0.005500
18	-0.453750	0.000003	0.000187	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
19	-0.451250	0.000001	-0.000914	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
20	-0.448750	-0.000001	-0.000895	1.001764	1.001766	2.500005	1.474541	0.004607	0.005500
21	-0.446250	0.000001	0.000898	1.001764	1.001766	2.500005	1.474541	0.004607	0.005500
22	-0.443750	-0.000001	0.000914	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
23	-0.441250	-0.000003	-0.000207	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
24	-0.438750	-0.000001	-0.000884	1.001764	1.001764	2.499999	1.474541	0.004607	0.005500
25	-0.436250	-0.000000	-0.000369	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
26	-0.433750	0.000000	0.000369	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
27	-0.431250	0.000001	0.000884	1.001764	1.001764	2.499999	1.474541	0.004607	0.005500
28	-0.428750	0.000003	0.000207	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
29	-0.426250	0.000001	-0.000914	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
30	-0.423750	-0.000001	-0.000898	1.001764	1.001766	2.500005	1.474541	0.004607	0.005500
31	-0.421250	0.000001	0.000895	1.001764	1.001766	2.500005	1.474541	0.004607	0.005500
32	-0.418750	-0.000001	0.000914	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
33	-0.416250	-0.000003	-0.000187	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
34	-0.413750	-0.000001	-0.000792	1.001764	1.001764	2.499999	1.474541	0.004607	0.005500
35	-0.411250	0.000000	-0.000300	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
36	-0.408750	0.000000	0.000065	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
37	-0.406250	0.000000	0.000096	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
38	-0.403750	0.000000	0.000031	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
39	-0.401250	-0.000000	-0.000031	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
40	-0.398750	-0.000000	-0.000096	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
41	-0.396250	-0.000000	-0.000065	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
42	-0.393750	-0.000000	0.000300	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
43	-0.391250	0.000001	0.000792	1.001764	1.001764	2.499999	1.474541	0.004607	0.005500
44	-0.388750	0.000003	0.000187	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
45	-0.386250	0.000001	-0.000912	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
46	-0.383750	-0.000001	-0.000895	1.001764	1.001766	2.500005	1.474541	0.004607	0.005500
47	-0.381250	0.000001	0.000867	1.001764	1.001766	2.500005	1.474541	0.004607	0.005500
48	-0.378750	-0.000001	0.000810	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
49	-0.376250	-0.000003	-0.000279	1.001763	1.001763	2.499998	1.474541	0.004607	0.005500
50	-0.373750	-0.000001	-0.000437	1.001764	1.001764	2.499999	1.474541	0.004607	0.005500
51	-0.371250	0.000001	0.000437	1.001764	1.001764	2.499999	1.474541	0.004607	0.005500
52	-0.368750	0.000003	0.000279	1.001763	1.001763	2.499998	1.474541	0.004607	0.005500
53	-0.366250	0.000001	-0.000810	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
54	-0.363750	-0.000001	-0.000867	1.001764	1.001766	2.500005	1.474541	0.004607	0.005500
55	-0.361250	0.000001	0.000895	1.001764	1.001766	2.500005	1.474541	0.004607	0.005500
56	-0.358750	-0.000001	0.000912	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
57	-0.356250	-0.000003	-0.000187	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
58	-0.353750	-0.000001	-0.000792	1.001764	1.001764	2.499999	1.474541	0.004607	0.005500
59	-0.351250	0.000000	-0.000300	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
60	-0.348750	0.000000	0.000064	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
61	-0.346250	0.000000	0.000095	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
62	-0.343750	0.000000	0.000037	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
63	-0.341250	0.000000	0.000007	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
64	-0.338750	0.000000	0.000000	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
65	-0.336250	-0.000000	-0.000007	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
66	-0.333750	-0.000000	-0.000037	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
67	-0.331250	-0.000000	-0.000095	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
68	-0.328750	-0.000000	-0.000064	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
69	-0.326250	-0.000000	0.000300	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
70	-0.323750	0.000001	0.000792	1.001764	1.001764	2.499999	1.474541	0.004607	0.005500
71	-0.321250	0.000003	0.000189	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
72	-0.318750	0.000001	-0.000916	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
73	-0.316250	-0.000001	-0.000905	1.001764	1.001766	2.500005	1.474541	0.004607	0.005500
74	-0.313750	0.000001	0.000770	1.001764	1.001766	2.500005	1.474541	0.004607	0.005500
75	-0.311250	-0.000001	0.000803	1.001763	1.001763	2.499999	1.474541	0.004607	0.005500
76	-0.308750	-0.000003	0.000178	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
77	-0.306250	-0.000000	0.000000	1.001763	1.001763	2.499998	1.474541	0.004607	0.005500
78	-0.303750	0.000003	-0.000178	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
79	-0.301250	0.000001	-0.000803	1.001763	1.001763	2.499999	1.474541	0.004607	0.005500
80	-0.298750	-0.000001	-0.000770	1.001764	1.001766	2.500005	1.474541	0.004607	0.005500
81	-0.296250	0.000001	0.000905	1.001764	1.001766	2.500005	1.474541	0.004607	0.005500
82	-0.293750	-0.000001	0.000916	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
83	-0.291250	-0.000003	-0.000189	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
84	-0.288750	-0.000001	-0.000792	1.001764	1.001764	2.499999	1.474541	0.004607	0.005500
85	-0.286250	0.000000	-0.000300	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
86	-0.283750	0.000000	0.000064	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
87	-0.281250	0.000000	0.000095	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
88	-0.278750	0.000000	0.000037	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
89	-0.276250	0.000000	0.000007	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
90	-0.273750	-0.000000	-0.000000	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
91	-0.271250	-0.000000	-0.000007	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
92	-0.268750	-0.000000	-0.000037	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
93	-0.266250	-0.000000	-0.000095	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
94	-0.263750	-0.000000	-0.000064	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
95	-0.261250	-0.000000	0.000300	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
96	-0.258750	0.000001	0.000792	1.001764	1.001764	2.499999	1.474541	0.004607	0.005500
97	-0.256250	0.000003	0.000187	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
98	-0.253750	0.000001	-0.000913	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
99	-0.251250	-0.000001	-0.000894	1.001764	1.001766	2.500005	1.474541	0.004607	0.005500
100	-0.248750	0.000001	0.000894	1.001764	1.001766	2.500005	1.474541	0.004607	0.005500
101	-0.246250	-0.000001	0.000885	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
102	-0.243750	-0.000003	-0.000262	1.001763	1.001763	2.499998	1.474541	0.004607	0.005500
103	-0.241250	-0.000001	-0.000889	1.001764	1.001764	2.499999	1.474541	0.004607	0.005500
104	-0.238750	0.000000	0.000000	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
105	-0.236250	0.000001	0.000889	1.001764	1.001764	2.499999	1.474541	0.004607	0.005500
106	-0.233750	0.000003	0.000262	1.001763	1.001763	2.499998	1.474541	0.004607	0.005500
107	-0.231250	0.000001	-0.000885	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
108	-0.228750	-0.000001	-0.000894	1.001764	1.001766	2.500005	1.474541	0.004607	0.005500
109	-0.226250	0.000001	0.000894	1.001764	1.001766	2.500005	1.474541	0.004607	0.005500
110	-0.223750	-0.000001	0.000913	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
111	-0.221250	-0.000003	-0.000186	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
112	-0.218750	-0.000001	-0.000790	1.001764	1.001764	2.499999	1.474541	0.004607	0.005500
113	-0.216250	0.000000	-0.000306	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
114	-0.213750	0.000000	0.000027	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
115	-0.211250	-0.000000	-0.000000	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
116	-0.208750	-0.000000	-0.000027	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
117	-0.206250	-0.000000	0.000306	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
118	-0.203750	0.000001	0.000790	1.001764	1.001764	2.499999	1.474541	0.004607	0.005500
119	-0.201250	0.000003	0.000186	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
120	-0.198750	0.000001	-0.000914	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
121	-0.196250	-0.000001	-0.000895	1.001764	1.001766	2.500005	1.474541	0.004607	0.005500
122	-0.193750	0.000001	0.000895	1.001764	1.001766	2.500005	1.474541	0.004607	0.005500
123	-0.191250	-0.000001	0.000914	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
124	-0.188750	-0.000003	-0.000186	1.001763	1.001762	2.499998	1.474541	0.004607	0.005500
125	-0.186250	-0.000001	-0.000790	1.001764	1.001764	2.499999	1.474541	0.004607	0.005500
126	-0.183750	0.000000	-0.000306	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
127	-0.181250	0.000000	0.000027	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
128	-0.178750	-0.000000	0.000000	1.001765	1.001765	2.500000	1.474541	0.004607	0.005500
